Date,M1SL
2015-02-25,3009.9
2015-02-26,3009.9
2015-02-27,3009.9
2015-02-28,3009.9
2015-03-01,2996.8
2015-03-02,2996.8
2015-03-03,2996.8
2015-03-04,2996.8
2015-03-05,2996.8
2015-03-06,2996.8
2015-03-07,2996.8
2015-03-08,2996.8
2015-03-09,2996.8
2015-03-10,2996.8
2015-03-11,2996.8
2015-03-12,2996.8
2015-03-13,2996.8
2015-03-14,2996.8
2015-03-15,2996.8
2015-03-16,2996.8
2015-03-17,2996.8
2015-03-18,2996.8
2015-03-19,2996.8
2015-03-20,2996.8
2015-03-21,2996.8
2015-03-22,2996.8
2015-03-23,2996.8
2015-03-24,2996.8
2015-03-25,2996.8
2015-03-26,2996.8
2015-03-27,2996.8
2015-03-28,2996.8
2015-03-29,2996.8
2015-03-30,2996.8
2015-03-31,2996.8
2015-04-01,2999.1
2015-04-02,2999.1
2015-04-03,2999.1
2015-04-04,2999.1
2015-04-05,2999.1
2015-04-06,2999.1
2015-04-07,2999.1
2015-04-08,2999.1
2015-04-09,2999.1
2015-04-10,2999.1
2015-04-11,2999.1
2015-04-12,2999.1
2015-04-13,2999.1
2015-04-14,2999.1
2015-04-15,2999.1
2015-04-16,2999.1
2015-04-17,2999.1
2015-04-18,2999.1
2015-04-19,2999.1
2015-04-20,2999.1
2015-04-21,2999.1
2015-04-22,2999.1
2015-04-23,2999.1
2015-04-24,2999.1
2015-04-25,2999.1
2015-04-26,2999.1
2015-04-27,2999.1
2015-04-28,2999.1
2015-04-29,2999.1
2015-04-30,2999.1
2015-05-01,2978.6
2015-05-02,2978.6
2015-05-03,2978.6
2015-05-04,2978.6
2015-05-05,2978.6
2015-05-06,2978.6
2015-05-07,2978.6
2015-05-08,2978.6
2015-05-09,2978.6
2015-05-10,2978.6
2015-05-11,2978.6
2015-05-12,2978.6
2015-05-13,2978.6
2015-05-14,2978.6
2015-05-15,2978.6
2015-05-16,2978.6
2015-05-17,2978.6
2015-05-18,2978.6
2015-05-19,2978.6
2015-05-20,2978.6
2015-05-21,2978.6
2015-05-22,2978.6
2015-05-23,2978.6
2015-05-24,2978.6
2015-05-25,2978.6
2015-05-26,2978.6
2015-05-27,2978.6
2015-05-28,2978.6
2015-05-29,2978.6
2015-05-30,2978.6
2015-05-31,2978.6
2015-06-01,3013.4
2015-06-02,3013.4
2015-06-03,3013.4
2015-06-04,3013.4
2015-06-05,3013.4
2015-06-06,3013.4
2015-06-07,3013.4
2015-06-08,3013.4
2015-06-09,3013.4
2015-06-10,3013.4
2015-06-11,3013.4
2015-06-12,3013.4
2015-06-13,3013.4
2015-06-14,3013.4
2015-06-15,3013.4
2015-06-16,3013.4
2015-06-17,3013.4
2015-06-18,3013.4
2015-06-19,3013.4
2015-06-20,3013.4
2015-06-21,3013.4
2015-06-22,3013.4
2015-06-23,3013.4
2015-06-24,3013.4
2015-06-25,3013.4
2015-06-26,3013.4
2015-06-27,3013.4
2015-06-28,3013.4
2015-06-29,3013.4
2015-06-30,3013.4
2015-07-01,3034.4
2015-07-02,3034.4
2015-07-03,3034.4
2015-07-04,3034.4
2015-07-05,3034.4
2015-07-06,3034.4
2015-07-07,3034.4
2015-07-08,3034.4
2015-07-09,3034.4
2015-07-10,3034.4
2015-07-11,3034.4
2015-07-12,3034.4
2015-07-13,3034.4
2015-07-14,3034.4
2015-07-15,3034.4
2015-07-16,3034.4
2015-07-17,3034.4
2015-07-18,3034.4
2015-07-19,3034.4
2015-07-20,3034.4
2015-07-21,3034.4
2015-07-22,3034.4
2015-07-23,3034.4
2015-07-24,3034.4
2015-07-25,3034.4
2015-07-26,3034.4
2015-07-27,3034.4
2015-07-28,3034.4
2015-07-29,3034.4
2015-07-30,3034.4
2015-07-31,3034.4
2015-08-01,3017.6
2015-08-02,3017.6
2015-08-03,3017.6
2015-08-04,3017.6
2015-08-05,3017.6
2015-08-06,3017.6
2015-08-07,3017.6
2015-08-08,3017.6
2015-08-09,3017.6
2015-08-10,3017.6
2015-08-11,3017.6
2015-08-12,3017.6
2015-08-13,3017.6
2015-08-14,3017.6
2015-08-15,3017.6
2015-08-16,3017.6
2015-08-17,3017.6
2015-08-18,3017.6
2015-08-19,3017.6
2015-08-20,3017.6
2015-08-21,3017.6
2015-08-22,3017.6
2015-08-23,3017.6
2015-08-24,3017.6
2015-08-25,3017.6
2015-08-26,3017.6
2015-08-27,3017.6
2015-08-28,3017.6
2015-08-29,3017.6
2015-08-30,3017.6
2015-08-31,3017.6
2015-09-01,3044.8
2015-09-02,3044.8
2015-09-03,3044.8
2015-09-04,3044.8
2015-09-05,3044.8
2015-09-06,3044.8
2015-09-07,3044.8
2015-09-08,3044.8
2015-09-09,3044.8
2015-09-10,3044.8
2015-09-11,3044.8
2015-09-12,3044.8
2015-09-13,3044.8
2015-09-14,3044.8
2015-09-15,3044.8
2015-09-16,3044.8
2015-09-17,3044.8
2015-09-18,3044.8
2015-09-19,3044.8
2015-09-20,3044.8
2015-09-21,3044.8
2015-09-22,3044.8
2015-09-23,3044.8
2015-09-24,3044.8
2015-09-25,3044.8
2015-09-26,3044.8
2015-09-27,3044.8
2015-09-28,3044.8
2015-09-29,3044.8
2015-09-30,3044.8
2015-10-01,3026.1
2015-10-02,3026.1
2015-10-03,3026.1
2015-10-04,3026.1
2015-10-05,3026.1
2015-10-06,3026.1
2015-10-07,3026.1
2015-10-08,3026.1
2015-10-09,3026.1
2015-10-10,3026.1
2015-10-11,3026.1
2015-10-12,3026.1
2015-10-13,3026.1
2015-10-14,3026.1
2015-10-15,3026.1
2015-10-16,3026.1
2015-10-17,3026.1
2015-10-18,3026.1
2015-10-19,3026.1
2015-10-20,3026.1
2015-10-21,3026.1
2015-10-22,3026.1
2015-10-23,3026.1
2015-10-24,3026.1
2015-10-25,3026.1
2015-10-26,3026.1
2015-10-27,3026.1
2015-10-28,3026.1
2015-10-29,3026.1
2015-10-30,3026.1
2015-10-31,3026.1
2015-11-01,3083.4
2015-11-02,3083.4
2015-11-03,3083.4
2015-11-04,3083.4
2015-11-05,3083.4
2015-11-06,3083.4
2015-11-07,3083.4
2015-11-08,3083.4
2015-11-09,3083.4
2015-11-10,3083.4
2015-11-11,3083.4
2015-11-12,3083.4
2015-11-13,3083.4
2015-11-14,3083.4
2015-11-15,3083.4
2015-11-16,3083.4
2015-11-17,3083.4
2015-11-18,3083.4
2015-11-19,3083.4
2015-11-20,3083.4
2015-11-21,3083.4
2015-11-22,3083.4
2015-11-23,3083.4
2015-11-24,3083.4
2015-11-25,3083.4
2015-11-26,3083.4
2015-11-27,3083.4
2015-11-28,3083.4
2015-11-29,3083.4
2015-11-30,3083.4
2015-12-01,3104.1
2015-12-02,3104.1
2015-12-03,3104.1
2015-12-04,3104.1
2015-12-05,3104.1
2015-12-06,3104.1
2015-12-07,3104.1
2015-12-08,3104.1
2015-12-09,3104.1
2015-12-10,3104.1
2015-12-11,3104.1
2015-12-12,3104.1
2015-12-13,3104.1
2015-12-14,3104.1
2015-12-15,3104.1
2015-12-16,3104.1
2015-12-17,3104.1
2015-12-18,3104.1
2015-12-19,3104.1
2015-12-20,3104.1
2015-12-21,3104.1
2015-12-22,3104.1
2015-12-23,3104.1
2015-12-24,3104.1
2015-12-25,3104.1
2015-12-26,3104.1
2015-12-27,3104.1
2015-12-28,3104.1
2015-12-29,3104.1
2015-12-30,3104.1
2015-12-31,3104.1
2016-01-01,3103.4
2016-01-02,3103.4
2016-01-03,3103.4
2016-01-04,3103.4
2016-01-05,3103.4
2016-01-06,3103.4
2016-01-07,3103.4
2016-01-08,3103.4
2016-01-09,3103.4
2016-01-10,3103.4
2016-01-11,3103.4
2016-01-12,3103.4
2016-01-13,3103.4
2016-01-14,3103.4
2016-01-15,3103.4
2016-01-16,3103.4
2016-01-17,3103.4
2016-01-18,3103.4
2016-01-19,3103.4
2016-01-20,3103.4
2016-01-21,3103.4
2016-01-22,3103.4
2016-01-23,3103.4
2016-01-24,3103.4
2016-01-25,3103.4
2016-01-26,3103.4
2016-01-27,3103.4
2016-01-28,3103.4
2016-01-29,3103.4
2016-01-30,3103.4
2016-01-31,3103.4
2016-02-01,3131.6
2016-02-02,3131.6
2016-02-03,3131.6
2016-02-04,3131.6
2016-02-05,3131.6
2016-02-06,3131.6
2016-02-07,3131.6
2016-02-08,3131.6
2016-02-09,3131.6
2016-02-10,3131.6
2016-02-11,3131.6
2016-02-12,3131.6
2016-02-13,3131.6
2016-02-14,3131.6
2016-02-15,3131.6
2016-02-16,3131.6
2016-02-17,3131.6
2016-02-18,3131.6
2016-02-19,3131.6
2016-02-20,3131.6
2016-02-21,3131.6
2016-02-22,3131.6
2016-02-23,3131.6
2016-02-24,3131.6
2016-02-25,3131.6
2016-02-26,3131.6
2016-02-27,3131.6
2016-02-28,3131.6
2016-02-29,3131.6
2016-03-01,3152.8
2016-03-02,3152.8
2016-03-03,3152.8
2016-03-04,3152.8
2016-03-05,3152.8
2016-03-06,3152.8
2016-03-07,3152.8
2016-03-08,3152.8
2016-03-09,3152.8
2016-03-10,3152.8
2016-03-11,3152.8
2016-03-12,3152.8
2016-03-13,3152.8
2016-03-14,3152.8
2016-03-15,3152.8
2016-03-16,3152.8
2016-03-17,3152.8
2016-03-18,3152.8
2016-03-19,3152.8
2016-03-20,3152.8
2016-03-21,3152.8
2016-03-22,3152.8
2016-03-23,3152.8
2016-03-24,3152.8
2016-03-25,3152.8
2016-03-26,3152.8
2016-03-27,3152.8
2016-03-28,3152.8
2016-03-29,3152.8
2016-03-30,3152.8
2016-03-31,3152.8
2016-04-01,3197.7
2016-04-02,3197.7
2016-04-03,3197.7
2016-04-04,3197.7
2016-04-05,3197.7
2016-04-06,3197.7
2016-04-07,3197.7
2016-04-08,3197.7
2016-04-09,3197.7
2016-04-10,3197.7
2016-04-11,3197.7
2016-04-12,3197.7
2016-04-13,3197.7
2016-04-14,3197.7
2016-04-15,3197.7
2016-04-16,3197.7
2016-04-17,3197.7
2016-04-18,3197.7
2016-04-19,3197.7
2016-04-20,3197.7
2016-04-21,3197.7
2016-04-22,3197.7
2016-04-23,3197.7
2016-04-24,3197.7
2016-04-25,3197.7
2016-04-26,3197.7
2016-04-27,3197.7
2016-04-28,3197.7
2016-04-29,3197.7
2016-04-30,3197.7
2016-05-01,3236.5
2016-05-02,3236.5
2016-05-03,3236.5
2016-05-04,3236.5
2016-05-05,3236.5
2016-05-06,3236.5
2016-05-07,3236.5
2016-05-08,3236.5
2016-05-09,3236.5
2016-05-10,3236.5
2016-05-11,3236.5
2016-05-12,3236.5
2016-05-13,3236.5
2016-05-14,3236.5
2016-05-15,3236.5
2016-05-16,3236.5
2016-05-17,3236.5
2016-05-18,3236.5
2016-05-19,3236.5
2016-05-20,3236.5
2016-05-21,3236.5
2016-05-22,3236.5
2016-05-23,3236.5
2016-05-24,3236.5
2016-05-25,3236.5
2016-05-26,3236.5
2016-05-27,3236.5
2016-05-28,3236.5
2016-05-29,3236.5
2016-05-30,3236.5
2016-05-31,3236.5
2016-06-01,3242.4
2016-06-02,3242.4
2016-06-03,3242.4
2016-06-04,3242.4
2016-06-05,3242.4
2016-06-06,3242.4
2016-06-07,3242.4
2016-06-08,3242.4
2016-06-09,3242.4
2016-06-10,3242.4
2016-06-11,3242.4
2016-06-12,3242.4
2016-06-13,3242.4
2016-06-14,3242.4
2016-06-15,3242.4
2016-06-16,3242.4
2016-06-17,3242.4
2016-06-18,3242.4
2016-06-19,3242.4
2016-06-20,3242.4
2016-06-21,3242.4
2016-06-22,3242.4
2016-06-23,3242.4
2016-06-24,3242.4
2016-06-25,3242.4
2016-06-26,3242.4
2016-06-27,3242.4
2016-06-28,3242.4
2016-06-29,3242.4
2016-06-30,3242.4
2016-07-01,3241.7
2016-07-02,3241.7
2016-07-03,3241.7
2016-07-04,3241.7
2016-07-05,3241.7
2016-07-06,3241.7
2016-07-07,3241.7
2016-07-08,3241.7
2016-07-09,3241.7
2016-07-10,3241.7
2016-07-11,3241.7
2016-07-12,3241.7
2016-07-13,3241.7
2016-07-14,3241.7
2016-07-15,3241.7
2016-07-16,3241.7
2016-07-17,3241.7
2016-07-18,3241.7
2016-07-19,3241.7
2016-07-20,3241.7
2016-07-21,3241.7
2016-07-22,3241.7
2016-07-23,3241.7
2016-07-24,3241.7
2016-07-25,3241.7
2016-07-26,3241.7
2016-07-27,3241.7
2016-07-28,3241.7
2016-07-29,3241.7
2016-07-30,3241.7
2016-07-31,3241.7
2016-08-01,3312.7
2016-08-02,3312.7
2016-08-03,3312.7
2016-08-04,3312.7
2016-08-05,3312.7
2016-08-06,3312.7
2016-08-07,3312.7
2016-08-08,3312.7
2016-08-09,3312.7
2016-08-10,3312.7
2016-08-11,3312.7
2016-08-12,3312.7
2016-08-13,3312.7
2016-08-14,3312.7
2016-08-15,3312.7
2016-08-16,3312.7
2016-08-17,3312.7
2016-08-18,3312.7
2016-08-19,3312.7
2016-08-20,3312.7
2016-08-21,3312.7
2016-08-22,3312.7
2016-08-23,3312.7
2016-08-24,3312.7
2016-08-25,3312.7
2016-08-26,3312.7
2016-08-27,3312.7
2016-08-28,3312.7
2016-08-29,3312.7
2016-08-30,3312.7
2016-08-31,3312.7
2016-09-01,3326.7
2016-09-02,3326.7
2016-09-03,3326.7
2016-09-04,3326.7
2016-09-05,3326.7
2016-09-06,3326.7
2016-09-07,3326.7
2016-09-08,3326.7
2016-09-09,3326.7
2016-09-10,3326.7
2016-09-11,3326.7
2016-09-12,3326.7
2016-09-13,3326.7
2016-09-14,3326.7
2016-09-15,3326.7
2016-09-16,3326.7
2016-09-17,3326.7
2016-09-18,3326.7
2016-09-19,3326.7
2016-09-20,3326.7
2016-09-21,3326.7
2016-09-22,3326.7
2016-09-23,3326.7
2016-09-24,3326.7
2016-09-25,3326.7
2016-09-26,3326.7
2016-09-27,3326.7
2016-09-28,3326.7
2016-09-29,3326.7
2016-09-30,3326.7
2016-10-01,3338.5
2016-10-02,3338.5
2016-10-03,3338.5
2016-10-04,3338.5
2016-10-05,3338.5
2016-10-06,3338.5
2016-10-07,3338.5
2016-10-08,3338.5
2016-10-09,3338.5
2016-10-10,3338.5
2016-10-11,3338.5
2016-10-12,3338.5
2016-10-13,3338.5
2016-10-14,3338.5
2016-10-15,3338.5
2016-10-16,3338.5
2016-10-17,3338.5
2016-10-18,3338.5
2016-10-19,3338.5
2016-10-20,3338.5
2016-10-21,3338.5
2016-10-22,3338.5
2016-10-23,3338.5
2016-10-24,3338.5
2016-10-25,3338.5
2016-10-26,3338.5
2016-10-27,3338.5
2016-10-28,3338.5
2016-10-29,3338.5
2016-10-30,3338.5
2016-10-31,3338.5
2016-11-01,3354.4
2016-11-02,3354.4
2016-11-03,3354.4
2016-11-04,3354.4
2016-11-05,3354.4
2016-11-06,3354.4
2016-11-07,3354.4
2016-11-08,3354.4
2016-11-09,3354.4
2016-11-10,3354.4
2016-11-11,3354.4
2016-11-12,3354.4
2016-11-13,3354.4
2016-11-14,3354.4
2016-11-15,3354.4
2016-11-16,3354.4
2016-11-17,3354.4
2016-11-18,3354.4
2016-11-19,3354.4
2016-11-20,3354.4
2016-11-21,3354.4
2016-11-22,3354.4
2016-11-23,3354.4
2016-11-24,3354.4
2016-11-25,3354.4
2016-11-26,3354.4
2016-11-27,3354.4
2016-11-28,3354.4
2016-11-29,3354.4
2016-11-30,3354.4
2016-12-01,3345.1
2016-12-02,3345.1
2016-12-03,3345.1
2016-12-04,3345.1
2016-12-05,3345.1
2016-12-06,3345.1
2016-12-07,3345.1
2016-12-08,3345.1
2016-12-09,3345.1
2016-12-10,3345.1
2016-12-11,3345.1
2016-12-12,3345.1
2016-12-13,3345.1
2016-12-14,3345.1
2016-12-15,3345.1
2016-12-16,3345.1
2016-12-17,3345.1
2016-12-18,3345.1
2016-12-19,3345.1
2016-12-20,3345.1
2016-12-21,3345.1
2016-12-22,3345.1
2016-12-23,3345.1
2016-12-24,3345.1
2016-12-25,3345.1
2016-12-26,3345.1
2016-12-27,3345.1
2016-12-28,3345.1
2016-12-29,3345.1
2016-12-30,3345.1
2016-12-31,3345.1
2017-01-01,3393.2
2017-01-02,3393.2
2017-01-03,3393.2
2017-01-04,3393.2
2017-01-05,3393.2
2017-01-06,3393.2
2017-01-07,3393.2
2017-01-08,3393.2
2017-01-09,3393.2
2017-01-10,3393.2
2017-01-11,3393.2
2017-01-12,3393.2
2017-01-13,3393.2
2017-01-14,3393.2
2017-01-15,3393.2
2017-01-16,3393.2
2017-01-17,3393.2
2017-01-18,3393.2
2017-01-19,3393.2
2017-01-20,3393.2
2017-01-21,3393.2
2017-01-22,3393.2
2017-01-23,3393.2
2017-01-24,3393.2
2017-01-25,3393.2
2017-01-26,3393.2
2017-01-27,3393.2
2017-01-28,3393.2
2017-01-29,3393.2
2017-01-30,3393.2
2017-01-31,3393.2
2017-02-01,3403.1
2017-02-02,3403.1
2017-02-03,3403.1
2017-02-04,3403.1
2017-02-05,3403.1
2017-02-06,3403.1
2017-02-07,3403.1
2017-02-08,3403.1
2017-02-09,3403.1
2017-02-10,3403.1
2017-02-11,3403.1
2017-02-12,3403.1
2017-02-13,3403.1
2017-02-14,3403.1
2017-02-15,3403.1
2017-02-16,3403.1
2017-02-17,3403.1
2017-02-18,3403.1
2017-02-19,3403.1
2017-02-20,3403.1
2017-02-21,3403.1
2017-02-22,3403.1
2017-02-23,3403.1
2017-02-24,3403.1
2017-02-25,3403.1
2017-02-26,3403.1
2017-02-27,3403.1
2017-02-28,3403.1
2017-03-01,3451.3
2017-03-02,3451.3
2017-03-03,3451.3
2017-03-04,3451.3
2017-03-05,3451.3
2017-03-06,3451.3
2017-03-07,3451.3
2017-03-08,3451.3
2017-03-09,3451.3
2017-03-10,3451.3
2017-03-11,3451.3
2017-03-12,3451.3
2017-03-13,3451.3
2017-03-14,3451.3
2017-03-15,3451.3
2017-03-16,3451.3
2017-03-17,3451.3
2017-03-18,3451.3
2017-03-19,3451.3
2017-03-20,3451.3
2017-03-21,3451.3
2017-03-22,3451.3
2017-03-23,3451.3
2017-03-24,3451.3
2017-03-25,3451.3
2017-03-26,3451.3
2017-03-27,3451.3
2017-03-28,3451.3
2017-03-29,3451.3
2017-03-30,3451.3
2017-03-31,3451.3
2017-04-01,3450.4
2017-04-02,3450.4
2017-04-03,3450.4
2017-04-04,3450.4
2017-04-05,3450.4
2017-04-06,3450.4
2017-04-07,3450.4
2017-04-08,3450.4
2017-04-09,3450.4
2017-04-10,3450.4
2017-04-11,3450.4
2017-04-12,3450.4
2017-04-13,3450.4
2017-04-14,3450.4
2017-04-15,3450.4
2017-04-16,3450.4
2017-04-17,3450.4
2017-04-18,3450.4
2017-04-19,3450.4
2017-04-20,3450.4
2017-04-21,3450.4
2017-04-22,3450.4
2017-04-23,3450.4
2017-04-24,3450.4
2017-04-25,3450.4
2017-04-26,3450.4
2017-04-27,3450.4
2017-04-28,3450.4
2017-04-29,3450.4
2017-04-30,3450.4
2017-05-01,3516.2
2017-05-02,3516.2
2017-05-03,3516.2
2017-05-04,3516.2
2017-05-05,3516.2
2017-05-06,3516.2
2017-05-07,3516.2
2017-05-08,3516.2
2017-05-09,3516.2
2017-05-10,3516.2
2017-05-11,3516.2
2017-05-12,3516.2
2017-05-13,3516.2
2017-05-14,3516.2
2017-05-15,3516.2
2017-05-16,3516.2
2017-05-17,3516.2
2017-05-18,3516.2
2017-05-19,3516.2
2017-05-20,3516.2
2017-05-21,3516.2
2017-05-22,3516.2
2017-05-23,3516.2
2017-05-24,3516.2
2017-05-25,3516.2
2017-05-26,3516.2
2017-05-27,3516.2
2017-05-28,3516.2
2017-05-29,3516.2
2017-05-30,3516.2
2017-05-31,3516.2
2017-06-01,3525.3
2017-06-02,3525.3
2017-06-03,3525.3
2017-06-04,3525.3
2017-06-05,3525.3
2017-06-06,3525.3
2017-06-07,3525.3
2017-06-08,3525.3
2017-06-09,3525.3
2017-06-10,3525.3
2017-06-11,3525.3
2017-06-12,3525.3
2017-06-13,3525.3
2017-06-14,3525.3
2017-06-15,3525.3
2017-06-16,3525.3
2017-06-17,3525.3
2017-06-18,3525.3
2017-06-19,3525.3
2017-06-20,3525.3
2017-06-21,3525.3
2017-06-22,3525.3
2017-06-23,3525.3
2017-06-24,3525.3
2017-06-25,3525.3
2017-06-26,3525.3
2017-06-27,3525.3
2017-06-28,3525.3
2017-06-29,3525.3
2017-06-30,3525.3
2017-07-01,3547.3
2017-07-02,3547.3
2017-07-03,3547.3
2017-07-04,3547.3
2017-07-05,3547.3
2017-07-06,3547.3
2017-07-07,3547.3
2017-07-08,3547.3
