Date,M1SL
2017-07-09,3547.3
2017-07-10,3547.3
2017-07-11,3547.3
2017-07-12,3547.3
2017-07-13,3547.3
2017-07-14,3547.3
2017-07-15,3547.3
2017-07-16,3547.3
2017-07-17,3547.3
2017-07-18,3547.3
2017-07-19,3547.3
2017-07-20,3547.3
2017-07-21,3547.3
2017-07-22,3547.3
2017-07-23,3547.3
2017-07-24,3547.3
2017-07-25,3547.3
2017-07-26,3547.3
2017-07-27,3547.3
2017-07-28,3547.3
2017-07-29,3547.3
2017-07-30,3547.3
2017-07-31,3547.3
2017-08-01,3586.5
2017-08-02,3586.5
2017-08-03,3586.5
2017-08-04,3586.5
2017-08-05,3586.5
2017-08-06,3586.5
2017-08-07,3586.5
2017-08-08,3586.5
2017-08-09,3586.5
2017-08-10,3586.5
2017-08-11,3586.5
2017-08-12,3586.5
2017-08-13,3586.5
2017-08-14,3586.5
2017-08-15,3586.5
2017-08-16,3586.5
2017-08-17,3586.5
2017-08-18,3586.5
2017-08-19,3586.5
2017-08-20,3586.5
2017-08-21,3586.5
2017-08-22,3586.5
2017-08-23,3586.5
2017-08-24,3586.5
2017-08-25,3586.5
2017-08-26,3586.5
2017-08-27,3586.5
2017-08-28,3586.5
2017-08-29,3586.5
2017-08-30,3586.5
2017-08-31,3586.5
2017-09-01,3570.5
2017-09-02,3570.5
2017-09-03,3570.5
2017-09-04,3570.5
2017-09-05,3570.5
2017-09-06,3570.5
2017-09-07,3570.5
2017-09-08,3570.5
2017-09-09,3570.5
2017-09-10,3570.5
2017-09-11,3570.5
2017-09-12,3570.5
2017-09-13,3570.5
2017-09-14,3570.5
2017-09-15,3570.5
2017-09-16,3570.5
2017-09-17,3570.5
2017-09-18,3570.5
2017-09-19,3570.5
2017-09-20,3570.5
2017-09-21,3570.5
2017-09-22,3570.5
2017-09-23,3570.5
2017-09-24,3570.5
2017-09-25,3570.5
2017-09-26,3570.5
2017-09-27,3570.5
2017-09-28,3570.5
2017-09-29,3570.5
2017-09-30,3570.5
2017-10-01,3607.8
2017-10-02,3607.8
2017-10-03,3607.8
2017-10-04,3607.8
2017-10-05,3607.8
2017-10-06,3607.8
2017-10-07,3607.8
2017-10-08,3607.8
2017-10-09,3607.8
2017-10-10,3607.8
2017-10-11,3607.8
2017-10-12,3607.8
2017-10-13,3607.8
2017-10-14,3607.8
2017-10-15,3607.8
2017-10-16,3607.8
2017-10-17,3607.8
2017-10-18,3607.8
2017-10-19,3607.8
2017-10-20,3607.8
2017-10-21,3607.8
2017-10-22,3607.8
2017-10-23,3607.8
2017-10-24,3607.8
2017-10-25,3607.8
2017-10-26,3607.8
2017-10-27,3607.8
2017-10-28,3607.8
2017-10-29,3607.8
2017-10-30,3607.8
2017-10-31,3607.8
2017-11-01,3629.4
2017-11-02,3629.4
2017-11-03,3629.4
2017-11-04,3629.4
2017-11-05,3629.4
2017-11-06,3629.4
2017-11-07,3629.4
2017-11-08,3629.4
2017-11-09,3629.4
2017-11-10,3629.4
2017-11-11,3629.4
2017-11-12,3629.4
2017-11-13,3629.4
2017-11-14,3629.4
2017-11-15,3629.4
2017-11-16,3629.4
2017-11-17,3629.4
2017-11-18,3629.4
2017-11-19,3629.4
2017-11-20,3629.4
2017-11-21,3629.4
2017-11-22,3629.4
2017-11-23,3629.4
2017-11-24,3629.4
2017-11-25,3629.4
2017-11-26,3629.4
2017-11-27,3629.4
2017-11-28,3629.4
2017-11-29,3629.4
2017-11-30,3629.4
2017-12-01,3613.3
2017-12-02,3613.3
2017-12-03,3613.3
2017-12-04,3613.3
2017-12-05,3613.3
2017-12-06,3613.3
2017-12-07,3613.3
2017-12-08,3613.3
2017-12-09,3613.3
2017-12-10,3613.3
2017-12-11,3613.3
2017-12-12,3613.3
2017-12-13,3613.3
2017-12-14,3613.3
2017-12-15,3613.3
2017-12-16,3613.3
2017-12-17,3613.3
2017-12-18,3613.3
2017-12-19,3613.3
2017-12-20,3613.3
2017-12-21,3613.3
2017-12-22,3613.3
2017-12-23,3613.3
2017-12-24,3613.3
2017-12-25,3613.3
2017-12-26,3613.3
2017-12-27,3613.3
2017-12-28,3613.3
2017-12-29,3613.3
2017-12-30,3613.3
2017-12-31,3613.3
2018-01-01,3651.1
2018-01-02,3651.1
2018-01-03,3651.1
2018-01-04,3651.1
2018-01-05,3651.1
2018-01-06,3651.1
2018-01-07,3651.1
2018-01-08,3651.1
2018-01-09,3651.1
2018-01-10,3651.1
2018-01-11,3651.1
2018-01-12,3651.1
2018-01-13,3651.1
2018-01-14,3651.1
2018-01-15,3651.1
2018-01-16,3651.1
2018-01-17,3651.1
2018-01-18,3651.1
2018-01-19,3651.1
2018-01-20,3651.1
2018-01-21,3651.1
2018-01-22,3651.1
2018-01-23,3651.1
2018-01-24,3651.1
2018-01-25,3651.1
2018-01-26,3651.1
2018-01-27,3651.1
2018-01-28,3651.1
2018-01-29,3651.1
2018-01-30,3651.1
2018-01-31,3651.1
2018-02-01,3614.4
2018-02-02,3614.4
2018-02-03,3614.4
2018-02-04,3614.4
2018-02-05,3614.4
2018-02-06,3614.4
2018-02-07,3614.4
2018-02-08,3614.4
2018-02-09,3614.4
2018-02-10,3614.4
2018-02-11,3614.4
2018-02-12,3614.4
2018-02-13,3614.4
2018-02-14,3614.4
2018-02-15,3614.4
2018-02-16,3614.4
2018-02-17,3614.4
2018-02-18,3614.4
2018-02-19,3614.4
2018-02-20,3614.4
2018-02-21,3614.4
2018-02-22,3614.4
2018-02-23,3614.4
2018-02-24,3614.4
2018-02-25,3614.4
2018-02-26,3614.4
2018-02-27,3614.4
2018-02-28,3614.4
2018-03-01,3664.5
2018-03-02,3664.5
2018-03-03,3664.5
2018-03-04,3664.5
2018-03-05,3664.5
2018-03-06,3664.5
2018-03-07,3664.5
2018-03-08,3664.5
2018-03-09,3664.5
2018-03-10,3664.5
2018-03-11,3664.5
2018-03-12,3664.5
2018-03-13,3664.5
2018-03-14,3664.5
2018-03-15,3664.5
2018-03-16,3664.5
2018-03-17,3664.5
2018-03-18,3664.5
2018-03-19,3664.5
2018-03-20,3664.5
2018-03-21,3664.5
2018-03-22,3664.5
2018-03-23,3664.5
2018-03-24,3664.5
2018-03-25,3664.5
2018-03-26,3664.5
2018-03-27,3664.5
2018-03-28,3664.5
2018-03-29,3664.5
2018-03-30,3664.5
2018-03-31,3664.5
2018-04-01,3656.6
2018-04-02,3656.6
2018-04-03,3656.6
2018-04-04,3656.6
2018-04-05,3656.6
2018-04-06,3656.6
2018-04-07,3656.6
2018-04-08,3656.6
2018-04-09,3656.6
2018-04-10,3656.6
2018-04-11,3656.6
2018-04-12,3656.6
2018-04-13,3656.6
2018-04-14,3656.6
2018-04-15,3656.6
2018-04-16,3656.6
2018-04-17,3656.6
2018-04-18,3656.6
2018-04-19,3656.6
2018-04-20,3656.6
2018-04-21,3656.6
2018-04-22,3656.6
2018-04-23,3656.6
2018-04-24,3656.6
2018-04-25,3656.6
2018-04-26,3656.6
2018-04-27,3656.6
2018-04-28,3656.6
2018-04-29,3656.6
2018-04-30,3656.6
2018-05-01,3654.0
2018-05-02,3654.0
2018-05-03,3654.0
2018-05-04,3654.0
2018-05-05,3654.0
2018-05-06,3654.0
2018-05-07,3654.0
2018-05-08,3654.0
2018-05-09,3654.0
2018-05-10,3654.0
2018-05-11,3654.0
2018-05-12,3654.0
2018-05-13,3654.0
2018-05-14,3654.0
2018-05-15,3654.0
2018-05-16,3654.0
2018-05-17,3654.0
2018-05-18,3654.0
2018-05-19,3654.0
2018-05-20,3654.0
2018-05-21,3654.0
2018-05-22,3654.0
2018-05-23,3654.0
2018-05-24,3654.0
2018-05-25,3654.0
2018-05-26,3654.0
2018-05-27,3654.0
2018-05-28,3654.0
2018-05-29,3654.0
2018-05-30,3654.0
2018-05-31,3654.0
2018-06-01,3655.6
2018-06-02,3655.6
2018-06-03,3655.6
2018-06-04,3655.6
2018-06-05,3655.6
2018-06-06,3655.6
2018-06-07,3655.6
2018-06-08,3655.6
2018-06-09,3655.6
2018-06-10,3655.6
2018-06-11,3655.6
2018-06-12,3655.6
2018-06-13,3655.6
2018-06-14,3655.6
2018-06-15,3655.6
2018-06-16,3655.6
2018-06-17,3655.6
2018-06-18,3655.6
2018-06-19,3655.6
2018-06-20,3655.6
2018-06-21,3655.6
2018-06-22,3655.6
2018-06-23,3655.6
2018-06-24,3655.6
2018-06-25,3655.6
2018-06-26,3655.6
2018-06-27,3655.6
2018-06-28,3655.6
2018-06-29,3655.6
2018-06-30,3655.6
2018-07-01,3681.5
2018-07-02,3681.5
2018-07-03,3681.5
2018-07-04,3681.5
2018-07-05,3681.5
2018-07-06,3681.5
2018-07-07,3681.5
2018-07-08,3681.5
2018-07-09,3681.5
2018-07-10,3681.5
2018-07-11,3681.5
2018-07-12,3681.5
2018-07-13,3681.5
2018-07-14,3681.5
2018-07-15,3681.5
2018-07-16,3681.5
2018-07-17,3681.5
2018-07-18,3681.5
2018-07-19,3681.5
2018-07-20,3681.5
2018-07-21,3681.5
2018-07-22,3681.5
2018-07-23,3681.5
2018-07-24,3681.5
2018-07-25,3681.5
2018-07-26,3681.5
2018-07-27,3681.5
2018-07-28,3681.5
2018-07-29,3681.5
2018-07-30,3681.5
2018-07-31,3681.5
2018-08-01,3695.0
2018-08-02,3695.0
2018-08-03,3695.0
2018-08-04,3695.0
2018-08-05,3695.0
2018-08-06,3695.0
2018-08-07,3695.0
2018-08-08,3695.0
2018-08-09,3695.0
2018-08-10,3695.0
2018-08-11,3695.0
2018-08-12,3695.0
2018-08-13,3695.0
2018-08-14,3695.0
2018-08-15,3695.0
2018-08-16,3695.0
2018-08-17,3695.0
2018-08-18,3695.0
2018-08-19,3695.0
2018-08-20,3695.0
2018-08-21,3695.0
2018-08-22,3695.0
2018-08-23,3695.0
2018-08-24,3695.0
2018-08-25,3695.0
2018-08-26,3695.0
2018-08-27,3695.0
2018-08-28,3695.0
2018-08-29,3695.0
2018-08-30,3695.0
2018-08-31,3695.0
2018-09-01,3702.2
2018-09-02,3702.2
2018-09-03,3702.2
2018-09-04,3702.2
2018-09-05,3702.2
2018-09-06,3702.2
2018-09-07,3702.2
2018-09-08,3702.2
2018-09-09,3702.2
2018-09-10,3702.2
2018-09-11,3702.2
2018-09-12,3702.2
2018-09-13,3702.2
2018-09-14,3702.2
2018-09-15,3702.2
2018-09-16,3702.2
2018-09-17,3702.2
2018-09-18,3702.2
2018-09-19,3702.2
2018-09-20,3702.2
2018-09-21,3702.2
2018-09-22,3702.2
2018-09-23,3702.2
2018-09-24,3702.2
2018-09-25,3702.2
2018-09-26,3702.2
2018-09-27,3702.2
2018-09-28,3702.2
2018-09-29,3702.2
2018-09-30,3702.2
2018-10-01,3726.1
2018-10-02,3726.1
2018-10-03,3726.1
2018-10-04,3726.1
2018-10-05,3726.1
2018-10-06,3726.1
2018-10-07,3726.1
2018-10-08,3726.1
2018-10-09,3726.1
2018-10-10,3726.1
2018-10-11,3726.1
2018-10-12,3726.1
2018-10-13,3726.1
2018-10-14,3726.1
2018-10-15,3726.1
2018-10-16,3726.1
2018-10-17,3726.1
2018-10-18,3726.1
2018-10-19,3726.1
2018-10-20,3726.1
2018-10-21,3726.1
2018-10-22,3726.1
2018-10-23,3726.1
2018-10-24,3726.1
2018-10-25,3726.1
2018-10-26,3726.1
2018-10-27,3726.1
2018-10-28,3726.1
2018-10-29,3726.1
2018-10-30,3726.1
2018-10-31,3726.1
2018-11-01,3704.2
2018-11-02,3704.2
2018-11-03,3704.2
2018-11-04,3704.2
2018-11-05,3704.2
2018-11-06,3704.2
2018-11-07,3704.2
2018-11-08,3704.2
2018-11-09,3704.2
2018-11-10,3704.2
2018-11-11,3704.2
2018-11-12,3704.2
2018-11-13,3704.2
2018-11-14,3704.2
2018-11-15,3704.2
2018-11-16,3704.2
2018-11-17,3704.2
2018-11-18,3704.2
2018-11-19,3704.2
2018-11-20,3704.2
2018-11-21,3704.2
2018-11-22,3704.2
2018-11-23,3704.2
2018-11-24,3704.2
2018-11-25,3704.2
2018-11-26,3704.2
2018-11-27,3704.2
2018-11-28,3704.2
2018-11-29,3704.2
2018-11-30,3704.2
2018-12-01,3764.3
2018-12-02,3764.3
2018-12-03,3764.3
2018-12-04,3764.3
2018-12-05,3764.3
2018-12-06,3764.3
2018-12-07,3764.3
2018-12-08,3764.3
2018-12-09,3764.3
2018-12-10,3764.3
2018-12-11,3764.3
2018-12-12,3764.3
2018-12-13,3764.3
2018-12-14,3764.3
2018-12-15,3764.3
2018-12-16,3764.3
2018-12-17,3764.3
2018-12-18,3764.3
2018-12-19,3764.3
2018-12-20,3764.3
2018-12-21,3764.3
2018-12-22,3764.3
2018-12-23,3764.3
2018-12-24,3764.3
2018-12-25,3764.3
2018-12-26,3764.3
2018-12-27,3764.3
2018-12-28,3764.3
2018-12-29,3764.3
2018-12-30,3764.3
2018-12-31,3764.3
2019-01-01,3744.4
2019-01-02,3744.4
2019-01-03,3744.4
2019-01-04,3744.4
2019-01-05,3744.4
2019-01-06,3744.4
2019-01-07,3744.4
2019-01-08,3744.4
2019-01-09,3744.4
2019-01-10,3744.4
2019-01-11,3744.4
2019-01-12,3744.4
2019-01-13,3744.4
2019-01-14,3744.4
2019-01-15,3744.4
2019-01-16,3744.4
2019-01-17,3744.4
2019-01-18,3744.4
2019-01-19,3744.4
2019-01-20,3744.4
2019-01-21,3744.4
2019-01-22,3744.4
2019-01-23,3744.4
2019-01-24,3744.4
2019-01-25,3744.4
2019-01-26,3744.4
2019-01-27,3744.4
2019-01-28,3744.4
2019-01-29,3744.4
2019-01-30,3744.4
2019-01-31,3744.4
2019-02-01,3751.2
2019-02-02,3751.2
2019-02-03,3751.2
2019-02-04,3751.2
2019-02-05,3751.2
2019-02-06,3751.2
2019-02-07,3751.2
2019-02-08,3751.2
2019-02-09,3751.2
2019-02-10,3751.2
2019-02-11,3751.2
2019-02-12,3751.2
2019-02-13,3751.2
2019-02-14,3751.2
2019-02-15,3751.2
2019-02-16,3751.2
2019-02-17,3751.2
2019-02-18,3751.2
2019-02-19,3751.2
2019-02-20,3751.2
2019-02-21,3751.2
2019-02-22,3751.2
2019-02-23,3751.2
2019-02-24,3751.2
2019-02-25,3751.2
2019-02-26,3751.2
2019-02-27,3751.2
2019-02-28,3751.2
2019-03-01,3735.0
2019-03-02,3735.0
2019-03-03,3735.0
2019-03-04,3735.0
2019-03-05,3735.0
2019-03-06,3735.0
2019-03-07,3735.0
2019-03-08,3735.0
2019-03-09,3735.0
2019-03-10,3735.0
2019-03-11,3735.0
2019-03-12,3735.0
2019-03-13,3735.0
2019-03-14,3735.0
2019-03-15,3735.0
2019-03-16,3735.0
2019-03-17,3735.0
2019-03-18,3735.0
2019-03-19,3735.0
2019-03-20,3735.0
2019-03-21,3735.0
2019-03-22,3735.0
2019-03-23,3735.0
2019-03-24,3735.0
2019-03-25,3735.0
2019-03-26,3735.0
2019-03-27,3735.0
2019-03-28,3735.0
2019-03-29,3735.0
2019-03-30,3735.0
2019-03-31,3735.0
2019-04-01,3779.3
2019-04-02,3779.3
2019-04-03,3779.3
2019-04-04,3779.3
2019-04-05,3779.3
2019-04-06,3779.3
2019-04-07,3779.3
2019-04-08,3779.3
2019-04-09,3779.3
2019-04-10,3779.3
2019-04-11,3779.3
2019-04-12,3779.3
2019-04-13,3779.3
2019-04-14,3779.3
2019-04-15,3779.3
2019-04-16,3779.3
2019-04-17,3779.3
2019-04-18,3779.3
2019-04-19,3779.3
2019-04-20,3779.3
2019-04-21,3779.3
2019-04-22,3779.3
2019-04-23,3779.3
2019-04-24,3779.3
2019-04-25,3779.3
2019-04-26,3779.3
2019-04-27,3779.3
2019-04-28,3779.3
2019-04-29,3779.3
2019-04-30,3779.3
2019-05-01,3788.0
2019-05-02,3788.0
2019-05-03,3788.0
2019-05-04,3788.0
2019-05-05,3788.0
2019-05-06,3788.0
2019-05-07,3788.0
2019-05-08,3788.0
2019-05-09,3788.0
2019-05-10,3788.0
2019-05-11,3788.0
2019-05-12,3788.0
2019-05-13,3788.0
2019-05-14,3788.0
2019-05-15,3788.0
2019-05-16,3788.0
2019-05-17,3788.0
2019-05-18,3788.0
2019-05-19,3788.0
2019-05-20,3788.0
2019-05-21,3788.0
2019-05-22,3788.0
2019-05-23,3788.0
2019-05-24,3788.0
2019-05-25,3788.0
2019-05-26,3788.0
2019-05-27,3788.0
2019-05-28,3788.0
2019-05-29,3788.0
2019-05-30,3788.0
2019-05-31,3788.0
2019-06-01,3832.1
2019-06-02,3832.1
2019-06-03,3832.1
2019-06-04,3832.1
2019-06-05,3832.1
2019-06-06,3832.1
2019-06-07,3832.1
2019-06-08,3832.1
2019-06-09,3832.1
2019-06-10,3832.1
2019-06-11,3832.1
2019-06-12,3832.1
2019-06-13,3832.1
2019-06-14,3832.1
2019-06-15,3832.1
2019-06-16,3832.1
2019-06-17,3832.1
2019-06-18,3832.1
2019-06-19,3832.1
2019-06-20,3832.1
2019-06-21,3832.1
2019-06-22,3832.1
2019-06-23,3832.1
2019-06-24,3832.1
2019-06-25,3832.1
2019-06-26,3832.1
2019-06-27,3832.1
2019-06-28,3832.1
2019-06-29,3832.1
2019-06-30,3832.1
2019-07-01,3865.0
2019-07-02,3865.0
2019-07-03,3865.0
2019-07-04,3865.0
2019-07-05,3865.0
2019-07-06,3865.0
2019-07-07,3865.0
2019-07-08,3865.0
2019-07-09,3865.0
2019-07-10,3865.0
2019-07-11,3865.0
2019-07-12,3865.0
2019-07-13,3865.0
2019-07-14,3865.0
2019-07-15,3865.0
2019-07-16,3865.0
2019-07-17,3865.0
2019-07-18,3865.0
2019-07-19,3865.0
2019-07-20,3865.0
2019-07-21,3865.0
2019-07-22,3865.0
2019-07-23,3865.0
2019-07-24,3865.0
2019-07-25,3865.0
2019-07-26,3865.0
2019-07-27,3865.0
2019-07-28,3865.0
2019-07-29,3865.0
2019-07-30,3865.0
2019-07-31,3865.0
2019-08-01,3862.0
2019-08-02,3862.0
2019-08-03,3862.0
2019-08-04,3862.0
2019-08-05,3862.0
2019-08-06,3862.0
2019-08-07,3862.0
2019-08-08,3862.0
2019-08-09,3862.0
2019-08-10,3862.0
2019-08-11,3862.0
2019-08-12,3862.0
2019-08-13,3862.0
2019-08-14,3862.0
2019-08-15,3862.0
2019-08-16,3862.0
2019-08-17,3862.0
2019-08-18,3862.0
2019-08-19,3862.0
2019-08-20,3862.0
2019-08-21,3862.0
2019-08-22,3862.0
2019-08-23,3862.0
2019-08-24,3862.0
2019-08-25,3862.0
2019-08-26,3862.0
2019-08-27,3862.0
2019-08-28,3862.0
2019-08-29,3862.0
2019-08-30,3862.0
2019-08-31,3862.0
2019-09-01,3901.2
2019-09-02,3901.2
2019-09-03,3901.2
2019-09-04,3901.2
2019-09-05,3901.2
2019-09-06,3901.2
2019-09-07,3901.2
2019-09-08,3901.2
2019-09-09,3901.2
2019-09-10,3901.2
2019-09-11,3901.2
2019-09-12,3901.2
2019-09-13,3901.2
2019-09-14,3901.2
2019-09-15,3901.2
2019-09-16,3901.2
2019-09-17,3901.2
2019-09-18,3901.2
2019-09-19,3901.2
2019-09-20,3901.2
2019-09-21,3901.2
2019-09-22,3901.2
2019-09-23,3901.2
2019-09-24,3901.2
2019-09-25,3901.2
2019-09-26,3901.2
2019-09-27,3901.2
2019-09-28,3901.2
2019-09-29,3901.2
2019-09-30,3901.2
2019-10-01,3931.6
2019-10-02,3931.6
2019-10-03,3931.6
2019-10-04,3931.6
2019-10-05,3931.6
2019-10-06,3931.6
2019-10-07,3931.6
2019-10-08,3931.6
2019-10-09,3931.6
2019-10-10,3931.6
2019-10-11,3931.6
2019-10-12,3931.6
2019-10-13,3931.6
2019-10-14,3931.6
2019-10-15,3931.6
2019-10-16,3931.6
2019-10-17,3931.6
2019-10-18,3931.6
2019-10-19,3931.6
2019-10-20,3931.6
2019-10-21,3931.6
2019-10-22,3931.6
2019-10-23,3931.6
2019-10-24,3931.6
2019-10-25,3931.6
2019-10-26,3931.6
2019-10-27,3931.6
2019-10-28,3931.6
2019-10-29,3931.6
2019-10-30,3931.6
2019-10-31,3931.6
2019-11-01,3952.8
2019-11-02,3952.8
2019-11-03,3952.8
2019-11-04,3952.8
2019-11-05,3952.8
2019-11-06,3952.8
2019-11-07,3952.8
2019-11-08,3952.8
2019-11-09,3952.8
2019-11-10,3952.8
2019-11-11,3952.8
2019-11-12,3952.8
2019-11-13,3952.8
2019-11-14,3952.8
2019-11-15,3952.8
2019-11-16,3952.8
2019-11-17,3952.8
2019-11-18,3952.8
2019-11-19,3952.8
2019-11-20,3952.8
2019-11-21,3952.8
2019-11-22,3952.8
2019-11-23,3952.8
2019-11-24,3952.8
2019-11-25,3952.8
2019-11-26,3952.8
2019-11-27,3952.8
2019-11-28,3952.8
2019-11-29,3952.8
2019-11-30,3952.8
2019-12-01,4008.4
2019-12-02,4008.4
2019-12-03,4008.4
2019-12-04,4008.4
2019-12-05,4008.4
2019-12-06,4008.4
2019-12-07,4008.4
2019-12-08,4008.4
2019-12-09,4008.4
2019-12-10,4008.4
2019-12-11,4008.4
2019-12-12,4008.4
2019-12-13,4008.4
2019-12-14,4008.4
2019-12-15,4008.4
2019-12-16,4008.4
2019-12-17,4008.4
2019-12-18,4008.4
2019-12-19,4008.4
2019-12-20,4008.4
2019-12-21,4008.4
2019-12-22,4008.4
2019-12-23,4008.4
2019-12-24,4008.4
2019-12-25,4008.4
2019-12-26,4008.4
2019-12-27,4008.4
2019-12-28,4008.4
2019-12-29,4008.4
2019-12-30,4008.4
2019-12-31,4008.4
2020-01-01,3977.6
2020-01-02,3977.6
2020-01-03,3977.6
2020-01-04,3977.6
2020-01-05,3977.6
2020-01-06,3977.6
2020-01-07,3977.6
2020-01-08,3977.6
2020-01-09,3977.6
2020-01-10,3977.6
2020-01-11,3977.6
2020-01-12,3977.6
2020-01-13,3977.6
2020-01-14,3977.6
2020-01-15,3977.6
2020-01-16,3977.6
2020-01-17,3977.6
2020-01-18,3977.6
2020-01-19,3977.6
2020-01-20,3977.6
2020-01-21,3977.6
2020-01-22,3977.6
2020-01-23,3977.6
2020-01-24,3977.6
2020-01-25,3977.6
2020-01-26,3977.6
2020-01-27,3977.6
2020-01-28,3977.6
2020-01-29,3977.6
2020-01-30,3977.6
2020-01-31,3977.6
2020-02-01,3979.6
2020-02-02,3979.6
2020-02-03,3979.6
2020-02-04,3979.6
2020-02-05,3979.6
2020-02-06,3979.6
2020-02-07,3979.6
2020-02-08,3979.6
2020-02-09,3979.6
2020-02-10,3979.6
2020-02-11,3979.6
2020-02-12,3979.6
2020-02-13,3979.6
2020-02-14,3979.6
2020-02-15,3979.6
2020-02-16,3979.6
2020-02-17,3979.6
2020-02-18,3979.6
2020-02-19,3979.6
2020-02-20,3979.6
2020-02-21,3979.6
2020-02-22,3979.6
2020-02-23,3979.6
2020-02-24,3979.6
2020-02-25,3979.6
2020-02-26,3979.6
2020-02-27,3979.6
2020-02-28,3979.6
2020-02-29,3979.6
2020-03-01,4260.9
2020-03-02,4260.9
2020-03-03,4260.9
2020-03-04,4260.9
2020-03-05,4260.9
2020-03-06,4260.9
2020-03-07,4260.9
2020-03-08,4260.9
2020-03-09,4260.9
2020-03-10,4260.9
2020-03-11,4260.9
2020-03-12,4260.9
2020-03-13,4260.9
2020-03-14,4260.9
2020-03-15,4260.9
2020-03-16,4260.9
2020-03-17,4260.9
2020-03-18,4260.9
2020-03-19,4260.9
2020-03-20,4260.9
2020-03-21,4260.9
2020-03-22,4260.9
2020-03-23,4260.9
2020-03-24,4260.9
2020-03-25,4260.9
2020-03-26,4260.9
2020-03-27,4260.9
2020-03-28,4260.9
2020-03-29,4260.9
2020-03-30,4260.9
2020-03-31,4260.9
2020-04-01,4788.8
2020-04-02,4788.8
2020-04-03,4788.8
2020-04-04,4788.8
2020-04-05,4788.8
2020-04-06,4788.8
2020-04-07,4788.8
2020-04-08,4788.8
2020-04-09,4788.8
2020-04-10,4788.8
2020-04-11,4788.8
2020-04-12,4788.8
2020-04-13,4788.8
2020-04-14,4788.8
2020-04-15,4788.8
2020-04-16,4788.8
2020-04-17,4788.8
2020-04-18,4788.8
2020-04-19,4788.8
2020-04-20,4788.8
2020-04-21,4788.8
2020-04-22,4788.8
2020-04-23,4788.8
2020-04-24,4788.8
2020-04-25,4788.8
2020-04-26,4788.8
2020-04-27,4788.8
2020-04-28,4788.8
2020-04-29,4788.8
2020-04-30,4788.8
2020-05-01,16245.5
2020-05-02,16245.5
2020-05-03,16245.5
2020-05-04,16245.5
2020-05-05,16245.5
2020-05-06,16245.5
2020-05-07,16245.5
2020-05-08,16245.5
2020-05-09,16245.5
2020-05-10,16245.5
2020-05-11,16245.5
2020-05-12,16245.5
2020-05-13,16245.5
2020-05-14,16245.5
2020-05-15,16245.5
2020-05-16,16245.5
2020-05-17,16245.5
2020-05-18,16245.5
2020-05-19,16245.5
2020-05-20,16245.5
2020-05-21,16245.5
2020-05-22,16245.5
2020-05-23,16245.5
2020-05-24,16245.5
2020-05-25,16245.5
2020-05-26,16245.5
2020-05-27,16245.5
2020-05-28,16245.5
2020-05-29,16245.5
2020-05-30,16245.5
2020-05-31,16245.5
2020-06-01,16574.1
2020-06-02,16574.1
2020-06-03,16574.1
2020-06-04,16574.1
2020-06-05,16574.1
2020-06-06,16574.1
2020-06-07,16574.1
2020-06-08,16574.1
2020-06-09,16574.1
2020-06-10,16574.1
2020-06-11,16574.1
2020-06-12,16574.1
2020-06-13,16574.1
2020-06-14,16574.1
2020-06-15,16574.1
2020-06-16,16574.1
2020-06-17,16574.1
2020-06-18,16574.1
2020-06-19,16574.1
2020-06-20,16574.1
2020-06-21,16574.1
2020-06-22,16574.1
2020-06-23,16574.1
2020-06-24,16574.1
2020-06-25,16574.1
2020-06-26,16574.1
2020-06-27,16574.1
2020-06-28,16574.1
2020-06-29,16574.1
2020-06-30,16574.1
2020-07-01,16774.5
2020-07-02,16774.5
2020-07-03,16774.5
2020-07-04,16774.5
2020-07-05,16774.5
2020-07-06,16774.5
2020-07-07,16774.5
2020-07-08,16774.5
2020-07-09,16774.5
2020-07-10,16774.5
2020-07-11,16774.5
2020-07-12,16774.5
2020-07-13,16774.5
2020-07-14,16774.5
2020-07-15,16774.5
2020-07-16,16774.5
2020-07-17,16774.5
2020-07-18,16774.5
2020-07-19,16774.5
2020-07-20,16774.5
2020-07-21,16774.5
2020-07-22,16774.5
2020-07-23,16774.5
2020-07-24,16774.5
2020-07-25,16774.5
2020-07-26,16774.5
2020-07-27,16774.5
2020-07-28,16774.5
2020-07-29,16774.5
2020-07-30,16774.5
2020-07-31,16774.5
2020-08-01,16898.8
2020-08-02,16898.8
2020-08-03,16898.8
2020-08-04,16898.8
2020-08-05,16898.8
2020-08-06,16898.8
2020-08-07,16898.8
2020-08-08,16898.8
2020-08-09,16898.8
2020-08-10,16898.8
2020-08-11,16898.8
2020-08-12,16898.8
2020-08-13,16898.8
2020-08-14,16898.8
2020-08-15,16898.8
2020-08-16,16898.8
2020-08-17,16898.8
2020-08-18,16898.8
2020-08-19,16898.8
2020-08-20,16898.8
2020-08-21,16898.8
2020-08-22,16898.8
2020-08-23,16898.8
2020-08-24,16898.8
2020-08-25,16898.8
2020-08-26,16898.8
2020-08-27,16898.8
2020-08-28,16898.8
2020-08-29,16898.8
2020-08-30,16898.8
2020-08-31,16898.8
2020-09-01,17170.5
2020-09-02,17170.5
2020-09-03,17170.5
2020-09-04,17170.5
2020-09-05,17170.5
2020-09-06,17170.5
2020-09-07,17170.5
2020-09-08,17170.5
2020-09-09,17170.5
2020-09-10,17170.5
2020-09-11,17170.5
2020-09-12,17170.5
2020-09-13,17170.5
2020-09-14,17170.5
2020-09-15,17170.5
2020-09-16,17170.5
