Name,Datetime,Tempmax,Tempmin,Temp,Humidity,Precip,Preciprob,Precipcover,preciptype,Windspeed,Winddir,Sealevelpressure,Cloudcover,Severrisk,Moonphase,Flood
Lagos,06/01/2002,29.6,26.1,27.2,86.5,1.5,100,8.33,rain,22.3,179.1,1010.2,90,,0.75,0
Lagos,17/02/2002,28.6,26.1,27.8,83.4,39.9,100,4.17,rain,18.4,192.4,1010.9,90,,0.17,0
Lagos,22/04/2002,25.1,25.1,25.1,95.9,0.7,100,4.17,rain,0,,1009.6,90,,0.34,0
Lagos,04/05/2002,29.1,27.1,27.8,87.9,3,100,4.17,rain,9.4,310,1009.4,90,,0.75,0
Lagos,19/05/2002,32.1,27.1,29.2,84.5,0.7,100,4.17,rain,14.8,220,1010.1,90,,0.25,1
Lagos,26/05/2002,29.7,25.9,27.4,89.7,0.7,100,4.17,rain,22.3,209.1,1009.6,90,,0.5,0
Lagos,29/05/2002,29.1,24.1,27.2,87,0.8,100,4.17,rain,25.9,161.9,1011.2,90,,0.6,0
Lagos,04/06/2002,29.1,23.7,25.6,92.7,9.9,100,4.17,rain,14.8,219.9,1011.3,90,,0.79,0
Lagos,05/06/2002,31.1,22.9,26.4,84.4,9.9,100,4.17,rain,25.9,244,1010.7,90,,0.82,0
Lagos,06/06/2002,28.1,21.1,23.8,95.5,78,100,8.33,rain,37.1,127.1,1012,90,,0.85,0
Lagos,10/06/2002,30.1,23.1,25.6,93.7,65.7,100,8.33,rain,18.4,347,1011.9,90,,0.98,0
Lagos,11/06/2002,32.1,24.1,28,81.9,0.7,100,4.17,rain,22.3,237.9,1011.8,90,,0,0
Lagos,14/06/2002,26.1,23.7,24.5,96.6,44,100,8.33,rain,54,215.2,1012.1,90,,0.12,0
Lagos,15/06/2002,30.1,23.1,26.5,88.3,18,100,4.17,rain,24.1,211.1,1012.7,90,,0.16,0
Lagos,16/06/2002,29.1,23.1,26.2,84.9,9.9,100,4.17,rain,22.3,167.6,1012.2,90,,0.2,0
Lagos,20/06/2002,30.1,24.4,26.6,88,0.7,100,4.17,rain,22.3,199.3,1013.4,90,,0.34,0
Lagos,21/06/2002,30.1,24.1,25.7,91.9,4.1,100,4.17,rain,20.5,216.3,1013.4,90,,0.38,0
Lagos,22/06/2002,31.1,24.1,26.8,88,6.1,100,4.17,rain,37.1,214.9,1013.5,90,,0.41,0
Lagos,24/06/2002,26.1,23.4,25.1,97.7,52.9,100,8.33,rain,13,224.4,1013.6,90.9,,0.5,1
Lagos,25/06/2002,30.4,24.1,26.7,90.7,23.1,100,4.17,rain,18.4,219.4,1014.1,85,,0.52,0
Lagos,26/06/2002,30.1,22.1,26.5,91.1,26.9,100,8.33,rain,33.5,215.4,1013.9,92,,0.55,0
Lagos,27/06/2002,29.1,23.1,25.4,92.5,9.9,100,4.17,rain,22.3,217.5,1014,90.8,,0.58,0
Lagos,30/06/2002,30.1,24.7,26.4,88.2,1,100,4.17,rain,22.3,206.2,1014.9,85.6,,0.68,0
Lagos,03/07/2002,26.4,25.1,25.6,94.8,0.5,100,4.17,rain,18.4,218.4,1013.2,90,,0.78,0
Lagos,04/07/2002,29.1,24.1,25.9,91.4,5.1,100,4.17,rain,16.6,207.6,1013.1,90,,0.81,0
Lagos,05/07/2002,27.1,24.1,25.5,87.7,1,100,4.17,rain,18.4,116.2,1013.1,90,,0.84,0
Lagos,10/07/2002,29.1,25.1,27.2,85.2,0.7,100,4.17,rain,27.7,212.8,1013.8,90,,0,0
Lagos,11/07/2002,30.1,24.2,26.2,89.6,4.1,100,4.17,rain,25.9,223.4,1013.7,90,,0.04,0
Lagos,12/07/2002,29.1,22.6,25.9,90.5,72.1,100,8.33,rain,27.7,209.8,1012.7,90,,0.07,0
Lagos,13/07/2002,30.1,24.1,26.8,86.7,0.7,100,4.17,rain,25.9,223.6,1012.9,90,,0.11,0
Lagos,14/07/2002,30.1,24.1,26.5,88.6,0.7,100,4.17,rain,24.1,213.6,1012.9,90,,0.14,0
Lagos,15/07/2002,28.7,25.1,26.4,92.6,1,100,4.17,rain,16.6,197.3,1013.1,90,,0.18,0
Lagos,16/07/2002,25.6,24.1,25,97.7,75.9,100,8.33,rain,27.7,216.4,1012.7,90,,0.22,0
Lagos,18/07/2002,26.1,24.1,24.7,95.9,42.9,100,8.33,rain,33.5,218.1,1013,90.6,,0.29,0
Lagos,21/07/2002,28.1,24.1,25.6,90.8,1.7,100,8.33,rain,29.5,207.7,1011.9,90,,0.4,0
Lagos,22/07/2002,27.1,24.1,25.4,93.4,67.1,100,4.17,rain,27.7,209.8,1012.3,90,,0.43,0
Lagos,23/07/2002,24.2,23.1,23.6,99,67.1,100,4.17,rain,14.8,202.9,1013.8,92.3,,0.47,0
Lagos,24/07/2002,29.1,23.1,25.4,91.2,39.1,100,8.33,rain,31.3,232.7,1014.7,85,,0.5,0
Lagos,30/07/2002,29.1,23.6,25.6,90.8,0.7,100,4.17,rain,29.5,225.5,1014,90,,0.7,0
Lagos,31/07/2002,26.6,24.6,25.3,89.7,0.7,100,4.17,rain,29.5,221.4,1012.8,90,,0.73,0
Lagos,01/08/2002,27.1,24.1,25.3,89.1,5.1,100,8.33,rain,29.5,213.8,1012.4,90,,0.75,0
Lagos,14/08/2002,26.1,24.1,24.7,95.4,8.9,100,8.33,rain,25.9,217.1,1014.8,90,,0.2,0
Lagos,17/08/2002,29.1,25.1,27.1,79.9,0.7,100,4.17,rain,33.5,211.5,1012.6,90,,0.31,0
Lagos,18/08/2002,25.9,24.6,25.4,90.2,0.7,100,4.17,rain,18.4,216.8,1013.7,90,,0.34,0
Lagos,20/08/2002,26.1,24.1,25.3,92.4,13.7,100,8.33,rain,37.1,205.6,1013.5,90,,0.41,0
Lagos,21/08/2002,28.1,24.1,25.3,91.9,0.7,100,4.17,rain,33.5,214.7,1013.6,90,,0.45,0
Lagos,22/08/2002,27.1,23.6,25.6,85.1,0.7,100,4.17,rain,29.5,222.9,1013.7,90,,0.5,0
Lagos,26/08/2002,27.1,23.1,24.7,93.1,5.1,100,4.17,rain,37.1,211.7,1011.9,90,,0.62,0
Lagos,29/08/2002,25.4,24.1,24.6,91.8,6.1,100,4.17,rain,22.3,216.2,1012.3,91.1,,0.71,0
Lagos,30/10/2002,30.1,25.1,28,81.8,2,100,4.17,rain,29.5,200,1010.6,90,,0.81,0
Lagos,18/01/2003,26.2,24.1,25.5,95,52.1,100,8.33,rain,14.8,190.3,1011.2,90,,0.5,0
Lagos,26/05/2003,30.1,26.4,28.6,75.1,5.1,100,4.17,rain,27.7,200.2,1010.4,90,,0.84,0
Lagos,30/05/2003,31.1,24.6,25.8,94.3,39.1,100,8.33,rain,18.4,226.4,1011.6,90,,0.98,0
Lagos,31/05/2003,30.1,24.4,26.5,90.1,2,100,4.17,rain,20.5,224.5,1011.8,90,,0,0
Lagos,02/06/2003,28.2,25.7,27,91.7,0.3,100,4.17,rain,18.4,153.5,1012.5,90,,0.08,0
Lagos,03/06/2003,32.9,25.6,28.2,82.5,5.1,100,4.17,rain,27.7,201.5,1011.6,90,,0.11,0
Lagos,07/06/2003,27.1,23.7,24.8,96.4,67.8,100,8.33,rain,13,247.9,1011.6,90,,0.25,0
Lagos,09/06/2003,30.1,26.1,27.3,90.6,7.1,100,4.17,rain,31.3,223.7,1011.8,90,,0.32,0
Lagos,16/06/2003,30.1,24.1,26.4,91.1,17,100,8.33,rain,29.5,226.4,1011.2,90,,0.56,0
Lagos,19/06/2003,30.1,24.1,26.9,86.7,1,100,4.17,rain,33.5,215.7,1012.2,90,,0.66,0
Lagos,20/06/2003,30.1,24.4,26.7,88.5,6.1,100,4.17,rain,35.3,183.1,1011.3,90,,0.7,0
Lagos,22/06/2003,26.2,23.1,24.3,95.6,3,100,4.17,rain,20.5,216.2,1012.4,90,,0.76,0
Lagos,23/06/2003,27.1,23.6,25.4,91.3,16,100,4.17,rain,25.9,218.8,1012.9,91.4,,0.79,0
Lagos,24/06/2003,28.1,23.9,25.8,87.8,0.5,100,4.17,rain,27.7,218.7,1013.3,90,,0.83,0
Lagos,25/06/2003,26.1,22.9,24.7,93.1,0.8,100,4.17,rain,29.5,218.3,1012.7,90,,0.86,0
Lagos,26/06/2003,27.1,22.6,24.7,88.8,6.1,100,4.17,rain,24.1,209.2,1013.2,90,,0.89,0
Lagos,29/06/2003,27.1,23.1,25,91.5,9.9,100,4.17,rain,40.7,222.3,1012.5,90.8,,0,0
Lagos,03/07/2003,25.1,23.1,24.1,91.1,7.1,100,4.17,rain,25.9,216.1,1013.9,90,,0.13,0
Lagos,04/07/2003,30.1,22.1,25,87.5,10.9,100,4.17,rain,24.1,189.7,1013,90,,0.17,0
Lagos,18/07/2003,29.1,24.9,25.7,91,7.1,100,4.17,rain,37.1,215.9,1015,90,,0.65,0
Lagos,19/07/2003,29.1,25.1,26.1,87,2,100,4.17,rain,33.5,231.6,1014.9,90,,0.68,0
Lagos,20/08/2003,28.1,23.1,24.9,89.8,2,100,4.17,rain,22.3,218.9,1013,90,,0.75,0
Lagos,21/08/2003,28.1,22.9,25.1,89.2,5.1,100,4.17,rain,22.3,219.9,1013.1,90,,0.8,0
Lagos,23/08/2003,27.1,23.7,25.2,87.1,1,100,4.17,rain,18.4,207.3,1013.5,90,,0.86,0
Lagos,19/05/2004,30.6,30.6,30.6,78.3,1,100,4.17,rain,9.4,250,,90,,0,0
Lagos,23/05/2004,25.7,25.1,25.4,95.7,23.1,100,4.17,rain,20.5,30.5,1013.9,90,,0.14,0
Lagos,06/06/2004,31.4,24.4,28.7,82.6,2,100,4.17,rain,27.7,242.6,1013.8,90,,0.61,0
Lagos,07/06/2004,28.1,22.1,25.7,91.9,8.9,100,4.17,rain,22.3,19.6,1013.9,93.3,,0.65,0
Lagos,17/06/2004,28.1,23.1,26.5,86.3,3,100,4.17,rain,25.9,237.3,1014.2,90,,0,1
Lagos,18/06/2004,26.2,24.1,25.4,94.9,17,100,4.17,rain,25.9,242,1015,91.4,,0.02,0
Lagos,28/06/2004,26.1,24.9,25.3,88.5,6.1,100,4.17,rain,22.3,241.3,1013.2,90,,0.36,0
Lagos,04/07/2004,30.1,25.1,27.9,84.9,21.1,100,4.17,rain,25.9,247.5,1013.7,83.3,,0.57,0
Lagos,09/07/2004,28.2,23.6,25.3,93.1,22.1,100,8.33,rain,37.1,243,1010.1,93.8,,0.75,0
Lagos,10/07/2004,26.1,24.1,24.8,95.7,8.9,100,4.17,rain,29.5,221,1011.4,90,,0.77,0
Lagos,17/07/2004,30.1,24.4,27.6,80.1,89.9,100,4.17,rain,33.5,253.6,1013.4,90,,0,0
Lagos,09/08/2004,27.2,23.1,24.8,88.6,2,100,4.17,rain,25.9,252.7,1013.9,91.3,,0.78,0
Lagos,10/08/2004,25.1,23.4,24.2,96,2,100,4.17,rain,27.7,244.2,1014.8,90,,0.82,0
Lagos,23/08/2004,29.1,24.6,26.8,82.1,0.5,100,4.17,rain,44.3,226.5,1013.2,90,,0.25,0
Lagos,24/08/2004,28.9,23.9,26.8,82,2.5,100,4.17,rain,27.7,233,1012.9,90,,0.3,0
Lagos,26/08/2004,27.1,24.4,25.7,89.1,14,100,4.17,rain,33.5,244.8,1013.9,90,,0.37,0
Lagos,27/08/2004,29.2,24.1,27,79.8,3,100,4.17,rain,33.5,232.9,1012.3,88.9,,0.41,0
Lagos,28/08/2004,28.1,23.1,25.6,90,39.1,100,4.17,rain,22.3,230.4,1012.4,90,,0.44,0
Lagos,01/09/2004,27.1,22.1,24.5,94.4,23.9,100,4.17,rain,29.5,217.3,1014.2,90,,0.58,0
Lagos,03/09/2004,24.6,23.9,24.3,96.5,1,100,4.17,rain,25.9,230,,90,,0.64,0
Lagos,06/09/2004,27.1,22.1,25.6,81.9,1,100,4.17,rain,22.3,237.2,1010.7,90,,0.75,0
Lagos,08/09/2004,29.1,22.1,27.1,81.5,26.9,100,4.17,rain,24.1,237.5,1010.5,92.5,,0.8,0
Lagos,09/09/2004,27.1,21.6,24.8,88.1,4.1,100,4.17,rain,14.8,2.3,1011.9,90,,0.83,0
Lagos,14/09/2004,25.2,23.1,24,98.1,7.9,100,4.17,rain,16.6,214.4,1014.1,90,,0,0
Lagos,17/09/2004,29.9,25.1,27.2,86.8,0.5,100,4.17,rain,27.7,224.9,1012.2,85.6,,0.1,0
Lagos,20/09/2004,29.1,24.6,27.4,84,2,100,4.17,rain,22.3,213.5,1012.4,90,,0.21,0
Lagos,21/09/2004,28.9,21.6,25.5,84.2,5.1,100,4.17,rain,37.1,109.8,1013.4,74.3,,0.25,0
Lagos,22/09/2004,27.1,23.1,25.3,88.2,1,100,4.17,rain,25.9,203.8,1013.1,90,,0.28,0
Lagos,29/09/2004,28.1,24.7,26.3,88.4,4.1,100,4.17,rain,25.9,180,,90,,0.53,0
Lagos,30/09/2004,29.4,23.2,26.7,81.3,35,100,4.17,rain,27.7,197.1,,82,,0.56,0
Lagos,05/10/2004,29.6,24.6,27.8,83.2,30,100,8.33,rain,27.7,197.8,,90,,0.72,0
Lagos,06/10/2004,30.1,23.4,26.8,83,30,100,4.17,rain,18.4,252.5,1012.9,90,,0.75,0
Lagos,09/10/2004,29.1,24.2,26,91.8,10.9,100,4.17,rain,13,225.8,1012.9,90,,0.85,0
Lagos,20/10/2004,27.1,24.1,25.2,93.1,1,100,4.17,rain,51.8,55.7,1012.2,90,,0.25,0
Lagos,25/10/2004,28.2,22.1,26,85,1,100,4.17,rain,22.3,215.7,1011.4,86,,0.4,0
Lagos,05/11/2004,29.1,23.4,26.4,86.7,24.9,100,4.17,rain,22.3,209.5,1011.4,90,,0.75,0
Lagos,06/02/2005,26.1,22.9,24,93,7.1,100,4.17,rain,22.3,243.9,1008.9,75.7,,0.91,0
Lagos,09/02/2005,30.2,25.6,28.4,86.9,5.1,100,4.17,rain,25.9,258.6,1010.4,90,,0.02,0
Lagos,10/03/2005,32.2,23.6,28.3,79.2,9.9,100,4.17,rain,27.7,234.9,,90,,0,0
Lagos,11/03/2005,27.1,26.6,26.9,97.1,210.4,100,4.17,rain,0,,1010.2,90,,0.03,0
Lagos,14/04/2005,33.1,28.1,31,76.4,2,100,4.17,rain,33.5,224.8,1009.5,90,,0.18,0
Lagos,20/04/2005,30.7,23.7,26.4,90.1,5.1,100,4.17,rain,22.3,291.1,,92,,0.37,0
Lagos,24/04/2005,32.1,26.2,30.1,77.8,37.1,100,4.17,rain,27.7,231.1,1008.1,90,,0.5,0
Lagos,01/05/2005,32.6,25.7,29.8,78.9,1,100,4.17,rain,37.1,236.2,1011.5,90,,0.75,0
Lagos,08/05/2005,29.1,26.1,27.9,82.6,6.1,100,4.17,rain,29.5,242.1,1012.8,90,,0,0
Lagos,15/05/2005,30.7,23.9,28,86.7,31,100,4.17,rain,22.3,243.8,1009.7,90,,0.23,0
Lagos,18/05/2005,30.1,25.1,27.9,83,1,100,4.17,rain,27.7,109.7,1010.1,90,,0.33,0
Lagos,25/05/2005,32.4,26.2,29.9,81,180.5,100,4.17,rain,35.3,252.8,1011.2,88.6,,0.56,0
Lagos,27/05/2005,31.1,24.6,27.6,85.8,3,100,4.17,rain,22.3,215.7,1012.2,90,,0.63,0
Lagos,30/05/2005,26.1,23.1,24.5,97.4,18.1,100,8.33,rain,29.5,171.7,1012.4,91.7,,0.75,0
Lagos,01/06/2005,31.1,23.2,27.9,85.2,15,100,4.17,rain,25.9,238.1,1012.2,90,,0.81,0
Lagos,02/06/2005,29.1,24.7,28.1,86.3,1,100,4.17,rain,22.3,231.9,1011,85.6,,0.84,0
Lagos,04/06/2005,29.1,24.9,27.6,89.5,180.3,100,4.17,rain,20.5,256.3,1011.2,90,,0.91,0
Lagos,05/06/2005,30.9,23.2,28,81.9,1,100,4.17,rain,22.3,258.3,1010.2,90,,0.95,0
Lagos,06/06/2005,30.1,23.4,27.3,88.6,27.9,100,8.33,rain,33.5,234.5,1011.1,90,,0,0
Lagos,11/06/2005,28.1,22.1,23.8,95.1,145,100,8.33,rain,18.4,279.5,1012.3,88.8,,0.15,1
Lagos,12/06/2005,24.9,22.7,23.6,98.1,34,100,4.17,rain,22.3,340,,93.3,,0.18,1
Lagos,25/06/2005,26.6,25.4,26,92.3,2,100,4.17,rain,22.3,240,1012.9,90,,0.61,0
Lagos,30/06/2005,28.1,25.1,26.4,88.4,5.1,100,4.17,rain,29.5,259.2,1013.7,90,,0.79,0
Lagos,18/07/2005,29.1,27.1,27.9,84.2,21.1,100,4.17,rain,33.5,232.9,1012.4,90,,0.4,0
Lagos,23/08/2005,26.1,23.7,25.5,83.1,52.1,100,4.17,rain,31.3,246.6,1014.1,89,,0.62,0
Lagos,05/10/2005,27.1,22.1,24,95.2,13,100,4.17,rain,18.4,344.8,1014.3,87,,0.07,0
Lagos,09/10/2005,30.6,26.4,28.3,80.2,2,100,4.17,rain,22.3,243.7,1010,90,,0.21,0
Lagos,10/10/2005,30.1,25.1,28.1,85.3,297.7,100,4.17,rain,27.7,206.7,1013.2,90,,0.25,0
Lagos,11/10/2005,27.4,23.4,25.4,87.4,2,100,4.17,rain,16.6,242.5,1011.1,90,,0.29,0
Lagos,20/10/2005,30.4,23.9,27.6,85.9,30,100,4.17,rain,33.5,135.3,1013.2,90,,0.59,0
Lagos,01/11/2005,25.4,23.4,24.7,95.1,3,100,4.17,rain,22.3,88.3,1012.4,94,,0.98,0
Lagos,03/11/2005,27.2,23.2,25.2,95.9,4.1,100,4.17,rain,14.8,270,,90,,0.05,0
Lagos,27/01/2006,31.1,27.1,29.2,84.7,1,100,4.17,rain,33.5,226.8,1010.7,85.6,,0.93,0
Lagos,12/02/2006,31.1,26.6,28.6,87.3,2,100,4.17,rain,25.9,211.9,1011.4,90,,0.47,0
Lagos,14/02/2006,27.1,25.2,26.2,92.6,2,100,4.17,rain,18.4,270,,90,,0.54,0
Lagos,02/03/2006,32.7,23.2,28,78.6,11.9,100,4.17,rain,42.5,262,,90,,0.08,0
Lagos,11/03/2006,34.1,25.7,30.7,72.6,30.5,100,4.17,rain,20.5,257.4,1011.4,90,,0.38,0
Lagos,17/03/2006,33.1,23.1,28.2,80.5,22.1,100,4.17,rain,29.5,278.1,1009.3,90,,0.59,0
Lagos,18/03/2006,33.1,27.1,30.4,78.1,50.3,100,4.17,rain,35.3,241.3,1009.1,90,,0.62,0
Lagos,23/03/2006,32.6,22.9,29,79.2,17,100,4.17,rain,25.9,215,1010,86.4,,0.79,0
Lagos,26/03/2006,33.2,28.1,30.3,78.2,60.5,100,4.17,rain,31.3,239.6,1009.1,90,,0.9,0
Lagos,17/04/2006,33.1,23.6,30.3,74.3,1,100,4.17,rain,35.3,244.9,1007.5,88.8,,0.63,0
Lagos,19/04/2006,31.1,28.1,29.8,82.3,2,100,4.17,rain,27.7,268.8,1010.4,90,,0.7,0
Lagos,29/04/2006,33.7,26.1,29.1,81.7,60.5,100,4.17,rain,40.7,260.5,1009.7,90,,0.05,0
Lagos,02/05/2006,32.1,24.9,28.9,82.5,2,100,4.17,rain,33.5,231.6,1011,91.7,,0.15,0
Lagos,07/05/2006,34.1,23.4,29.7,81.2,36.1,100,4.17,rain,83.2,117.5,1010,91,,0.31,0
Lagos,10/05/2006,27.1,22.1,24.7,92.9,31,100,4.17,rain,33.5,61.8,1010.8,90,,0.41,0
Lagos,11/05/2006,33.1,24.9,30.2,73.9,1,100,4.17,rain,22.3,232.9,1009.7,90,,0.44,0
Lagos,16/05/2006,27.1,24.1,25.4,94.9,7.1,100,8.33,rain,18.4,294.7,1012.3,92.7,,0.61,0
Lagos,20/05/2006,25.1,23.7,24.4,98.4,16,100,4.17,rain,22.3,220.5,1011.4,87,,0.75,0
Lagos,21/05/2006,31.1,22.7,27.7,84.5,50,100,8.33,rain,29.5,225.7,1011.5,90,,0.79,0
Lagos,24/05/2006,31.1,24.9,28,84.9,271.5,100,8.33,rain,31.3,238.9,1012.7,90,,0.9,0
Lagos,27/05/2006,29.2,24.9,28.2,84.7,230.2,100,4.17,rain,27.7,221.3,1012.7,90,,0,0
Lagos,28/05/2006,25.4,22.1,24,97.2,15,100,4.17,rain,22.3,188,1013.3,90,,0.04,0
Lagos,30/05/2006,31.1,22.1,25.5,92.1,54.1,100,4.17,rain,50,211.6,1012.3,81.7,,0.1,0
Lagos,03/06/2006,27.6,22.9,26,89.1,6.1,100,4.17,rain,22.3,258.4,1010.3,89.2,,0.23,0
Lagos,05/06/2006,29.2,25.4,27.6,89,2,100,4.17,rain,13,228.5,1011.9,90,,0.3,0
Lagos,07/06/2006,31.1,25.1,26.9,91.4,0.8,100,4.17,rain,37.1,254.2,1010.6,90,,0.36,0
Lagos,08/06/2006,30.6,24.2,28.9,82.5,4.3,100,4.17,rain,33.5,239.7,1010.4,90,,0.39,0
Lagos,09/06/2006,28.6,21.9,24.3,95.9,84.1,100,4.17,rain,29.5,330.5,1010.6,88.9,,0.43,0
Lagos,11/06/2006,31.1,24.1,28,81.8,3,100,4.17,rain,33.5,247.2,1012.1,90,,0.5,0
Lagos,13/06/2006,32.1,25.1,29.1,79,210.6,100,4.17,rain,31.3,243.8,1011.7,90,,0.56,0
Lagos,15/06/2006,28.1,21.6,24.8,91.8,3,100,4.17,rain,18.4,165.3,1011.4,90,,0.63,0
Lagos,17/06/2006,28.1,24.1,26.8,81.4,1,100,4.17,rain,37.1,250.9,1012.6,90,,0.7,0
Lagos,19/06/2006,28.2,24.1,26.8,86.4,220.6,100,8.33,rain,24.1,272.8,1011.9,80,,0.78,0
Lagos,20/06/2006,25.1,23.1,24.1,95.7,2,100,4.17,rain,18.4,262.4,1014.2,90,,0.81,0
Lagos,21/06/2006,30.1,22.1,27.1,83.9,2,100,4.17,rain,25.9,236.1,1013.1,90,,0.85,0
Lagos,24/06/2006,29.1,23.1,27.2,87.4,13,100,4.17,rain,13,260,1011.9,90,,0.96,0
Lagos,25/06/2006,31.1,22.2,26.7,87.3,3,100,4.17,rain,14.8,260.3,1012.7,90,,0,0
Lagos,03/07/2006,29.1,25.1,26.7,90.4,14,100,4.17,rain,33.5,276.2,1013.7,90,,0.25,0
Lagos,05/07/2006,29.1,24.9,26.5,89,3,100,4.17,rain,63,256.3,1013.6,89.1,,0.32,0
Lagos,06/07/2006,26.2,24.1,24.9,95.8,6.1,100,4.17,rain,31.3,274.2,1015.4,90,,0.35,0
Lagos,09/07/2006,29.1,25.1,26.7,88.1,22.1,100,4.17,rain,25.9,268,1014.2,90,,0.45,0
Lagos,11/07/2006,30.1,24.2,28,80.9,270.8,100,4.17,rain,33.5,264.7,1013.3,90,,0.5,0
Lagos,13/07/2006,27.1,23.2,25.9,92.1,270.6,100,8.33,rain,25.9,249.4,1011.9,90,,0.58,0
Lagos,14/07/2006,27.1,25.7,26.5,87.6,180.6,100,4.17,rain,24.1,248.8,1012.8,90,,0.62,0
Lagos,15/07/2006,26.1,25.1,25.5,95.7,10.9,100,4.17,rain,25.9,259.4,1013.9,83.3,,0.65,0
Lagos,18/07/2006,27.1,24.1,25.7,92.6,5.1,100,4.17,rain,35.3,238,1012.8,90,,0.76,0
Lagos,21/07/2006,25.4,23.6,24.7,94.6,0.8,100,4.17,rain,25.9,262.4,1014.1,90,,0.87,0
Lagos,02/08/2006,26.2,23.9,25.1,92.4,5.6,100,8.33,rain,33.5,263.3,1012.7,90,,0.25,0
Lagos,03/08/2006,26.1,23.9,24.5,94.9,23.1,100,8.33,rain,27.7,266.1,1013.1,90,,0.3,0
Lagos,04/08/2006,27.1,23.1,25.4,90,22.9,100,8.33,rain,40.7,261.9,1013.5,91.4,,0.34,0
Lagos,05/08/2006,29.1,23.4,26.4,84.2,247.7,100,4.17,rain,35.3,255.9,1013.3,90,,0.37,0
Lagos,08/08/2006,28.1,22.6,26,84.5,1,100,4.17,rain,35.3,237.1,1014.1,90,,0.47,0
Lagos,05/09/2006,25.4,24.6,25,93.4,2,100,4.17,rain,22.3,245.7,,90,,0.42,0
Lagos,08/09/2006,25.7,23.1,24.4,94.3,36.1,100,4.17,rain,25.9,225,,90,,0.52,0
Lagos,09/09/2006,26.9,26.9,26.9,84.7,3,100,4.17,rain,37.1,240,,90,,0.56,0
Lagos,17/09/2006,26.1,25.2,25.7,92.3,2,100,4.17,rain,25.9,270,,90,,0.83,0
Lagos,23/09/2006,28.1,24.7,26.2,88.2,1,100,4.17,rain,20.5,263.7,1013.9,90,,0.03,0
Lagos,25/09/2006,28.1,24.1,26.2,89,8.9,100,8.33,rain,33.5,240.3,1013.7,90,,0.1,0
Lagos,27/09/2006,24.4,22.1,23,97.6,30,100,4.17,rain,14.8,240,1013.9,90,,0.17,0
Lagos,29/09/2006,29.4,26.6,28.1,82.7,230.8,100,4.17,rain,37.1,259.6,1012.9,90,,0.24,0
Lagos,30/09/2006,27.1,24.1,25.7,92.2,7.9,100,4.17,rain,31.3,258.1,1012.9,91,,0.25,0
Lagos,03/10/2006,28.9,25.1,26.9,89.2,3,100,4.17,rain,27.7,251.1,1012.1,90,,0.37,0
Lagos,04/10/2006,27.9,23.1,26.1,86.5,6.1,100,4.17,rain,22.3,314,1013.3,90,,0.41,0
Lagos,05/10/2006,29.6,25.7,27.4,82.5,7.9,100,4.17,rain,27.7,256.2,1010.8,90,,0.44,0
Lagos,06/10/2006,30.2,24.2,27.6,83.5,1,100,4.17,rain,25.9,244.7,1010.8,88.8,,0.48,0
Lagos,09/10/2006,30.6,25.2,27.7,87.9,0.5,100,4.17,rain,33.5,233.1,1013,90,,0.58,0
Lagos,11/10/2006,25.9,22.7,24.1,97.1,31,100,8.33,rain,35.3,107,1010,92.5,,0.64,0
Lagos,13/10/2006,29.1,23.1,25.1,91.4,27.9,100,4.17,rain,18.4,190,1012.2,91.1,,0.71,0
Lagos,24/10/2006,31.2,23.1,28.4,77.3,130.9,100,4.17,rain,27.7,238.7,1012.7,90,,0.08,0
Lagos,25/10/2006,31.1,24.1,27.9,83.4,142.7,100,8.33,rain,28.8,246.9,1012.9,87.1,,0.11,0
Lagos,26/10/2006,29.1,26.6,27.8,86.2,41.9,100,4.17,rain,35.3,265.5,1011.4,90,,0.15,0
Lagos,27/10/2006,29.7,24.4,27.3,86.6,9.2,100,8.33,rain,27.7,226,1010.2,90,,0.18,0
Lagos,01/11/2006,32.1,26.1,28.3,84.1,0.5,100,4.17,rain,20.5,151.6,1010.7,90,,0.36,0
Lagos,06/11/2006,30.1,23.9,25.3,92.8,17,100,4.17,rain,22.3,240,1009.5,78.9,,0.53,0
Lagos,08/11/2006,32.1,22.1,26.8,85.7,36.1,100,4.17,rain,22.3,12.4,1010.6,81.8,,0.59,0
Lagos,09/11/2006,34.1,24.1,28.5,77.1,39.9,100,4.17,rain,27.7,75.6,1010.8,47.5,,0.63,0
Lagos,01/12/2006,32.4,24.7,27.3,88,5.1,100,4.17,rain,25.9,242.4,1010.5,61.4,,0.37,0
Lagos,25/12/2006,33.1,25.1,28.5,81.4,53.3,100,4.17,rain,22.3,255.4,1011,60,,0.17,0
Lagos,11/02/2007,35.1,25.4,28.5,80.8,210.5,100,4.17,rain,55.4,251.5,1011,43.3,,0.8,0
Lagos,03/03/2007,36.1,26.1,30,73.4,100.7,100,4.17,rain,28.1,239.1,1009.4,52.9,,0.48,0
Lagos,24/03/2007,33.1,26.1,29.4,80.6,8.9,100,4.17,rain,33.5,258.8,1009.2,80.5,,0.18,0
Lagos,25/03/2007,33.1,23.1,28.2,81.8,15,100,4.17,rain,37.1,236.8,1010.4,63.8,,0.25,0
Lagos,01/04/2007,33.1,24.1,27.8,83.9,5.1,100,4.17,rain,64.8,243.9,1007.6,79.4,,0.46,0
Lagos,14/04/2007,33.1,27.1,29.3,83.7,5.1,100,4.17,rain,44.3,256.6,1009.9,70,,0.9,0
