State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Latitude,Longitude,APC_Outlier,LP_Outlier,PDP_Outlier,NNPP_Outlier
YOBE,BADE,LAWAN AUDU/LAWAN AL - WALI,35-01-04-017,RAMAT G D J S S III,15,52,True,-1,True,False,False,False,UNKNOWN,1,1,10,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26012/pu/176547/176547-1677672948.pdf,11.83004,11.025,69.5,0.9,86.0,8.1
YOBE,BADE,LAWAN AUDU/LAWAN AL - WALI,35-01-04-027,ASIBITIN AGANA VII,99,507,True,-1,True,False,False,False,UNKNOWN,12,0,69,10,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26012/pu/176557/176557-1677605020.pdf,11.83004,11.025,59.6,0.2,44.1,6.1
YOBE,BADE,LAWAN FANNAMI,35-01-05-017,BABUJE PRIMARY SCHOOL  II,78,571,True,-1,True,False,False,False,UNKNOWN,16,1,57,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26013/pu/176577/176577-1677778422.pdf,12.89425,11.03004,22.0,0.83,77.33,12.67
YOBE,BADE,SARKIN HAUSAWA,35-01-07-014,ALH. SIDI ALI MAI AJI CINEMA,120,466,True,-1,True,False,False,False,UNKNOWN,18,0,81,11,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26015/pu/176613/176613-1677592493.pdf,12.83656,11.04662,21.67,0.67,73.33,10.83
YOBE,BADE,USUR/DAWAYO,35-01-09-018,AZAM KURA III,46,262,True,-1,True,False,False,False,UNKNOWN,18,0,8,17,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26017/pu/176627/176627-1677844270.pdf,12.85565,10.89342,24.0,0.5,22.5,29.5
YOBE,BADE,USUR/DAWAYO,35-01-09-013,AZBAK BULAMA GATE,17,55,True,-1,True,True,False,False,UNKNOWN,4,1,9,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3846/ward/26017/pu/176622/176622-1677767237.pdf,12.85565,10.89342,31.0,1.0,22.0,36.5
YOBE,DAMATURU,GAMBIR/MADURI,35-03-04-007,"MADURI BOREHOLE OPPOSITE ""B"" DIVISION",35,59,True,-1,True,False,False,False,UNKNOWN,24,4,27,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/672747/result_62213_1677836275_thumb.jpg,11.74697,11.96083,,,,
YOBE,GEIDAM,SHAME KURA / DILAWA,35-06-10-010,KALGERI II,30,70,True,-1,True,True,False,False,UNKNOWN,10,0,19,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/672942/result_62936_1677606281_thumb.jpg,12.897,11.9304,65.33,0.0,28.33,2.33
YOBE,JAKUSKO,LAFIYA LOI-LOI,35-09-08-013,GAMAJAM PRIMARY SCHOOL,24,43,True,-1,False,False,False,False,UNKNOWN,10,0,8,6,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673047/result_63339_1677759687_thumb.jpg,12.1846923,10.9824399,,,,
YOBE,JAKUSKO,MUGURAM,35-09-09-007,MUGURAM PRIMARY SCHOOL II,25,60,True,-1,True,False,False,False,UNKNOWN,6,0,15,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673051/result_63349_1677576193_thumb.jpg,12.3214134,11.0780023,,,,
YOBE,POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA,35-14-01-036,KILA KWATA OPEN SPACE II,197,481,True,-1,True,False,False,False,UNKNOWN,52,1,119,16,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673130/result_63975_1677798795_thumb.jpg,11.71391,11.08108,36.05,1.82,67.14,10.32
YOBE,POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA,35-14-01-039,MAI BAUYA KOFAR BULAMA II,134,448,True,-1,True,False,False,False,UNKNOWN,18,0,102,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673133/result_63978_1677799081_thumb.jpg,11.71391,11.08108,34.77,1.77,70.73,5.18
YOBE,POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA,35-14-01-042,M. IYAM II,4,6,True,-1,True,False,False,False,UNKNOWN,1,0,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673136/result_63981_1677799383_thumb.jpg,11.71391,11.08108,48.27,1.77,133.32,7.14
YOBE,POTISKUM,DANCHUWA/BULA,35-14-04-024,DANCHUWA DISPENSARY II,9,16,True,-1,True,False,False,False,UNKNOWN,4,0,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673198/result_64100_1677913525_thumb.jpg,11.71391,11.08108,45.41,1.77,131.41,7.14
YOBE,POTISKUM,DOGO NINI,35-14-05-024,"ARI KIME A.A., KOFAR DOGO MAI KEMI II",31,320,True,-1,True,False,False,False,UNKNOWN,4,0,26,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673207/result_64126_1677670098_thumb.jpg,11.71391,11.08108,45.41,1.77,113.27,7.14
YOBE,POTISKUM,DOGO NINI,35-14-05-032,"DABO STADIUM II, GATE VI",166,750,True,-1,True,False,False,False,UNKNOWN,21,0,124,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673215/result_64134_1677671085_thumb.jpg,11.71391,11.08108,33.27,1.77,67.55,5.64
YOBE,POTISKUM,DOGO NINI,35-14-05-045,"GABAR DA KASUWA,GABAR DA KASUWA II",87,393,True,-1,True,True,False,False,UNKNOWN,16,1,63,6,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673228/result_64147_1677664576_thumb.jpg,11.71391,11.08108,36.14,1.82,86.68,5.05
YOBE,YUSUFARI,KASKA/TULOTULOWA,35-17-06-010,TULOTULO KASUWAN SHANU,74,104,True,-1,True,True,False,False,UNKNOWN,49,0,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673333/result_64553_1677583693_thumb.jpg,13.06602,11.17327,20.0,0.0,9.0,0.0
YOBE,FIKA,GADAKA/SHEMBIRE,35-04-03-034,MADAKI OPEN SPACE,26,39,True,-1,True,False,False,False,UNKNOWN,16,0,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673423/result_62422_1677753701_thumb.jpg,11.28674,11.30772,35.33,0.0,143.67,0.0
YOBE,FIKA,GADAKA/SHEMBIRE,35-04-03-035,MUSA KULE OPEN SPACE,94,346,True,-1,True,False,False,False,UNKNOWN,21,0,66,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673424/result_62423_1677756868_thumb.jpg,11.28674,11.30772,32.0,0.0,106.33,0.0
YOBE,FIKA,GADAKA/SHEMBIRE,35-04-03-038,SABON LAYI PRI. SCH,137,388,True,-1,True,False,False,False,UNKNOWN,29,0,99,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673425/result_62426_1677757659_thumb.jpg,11.28674,11.30772,32.0,0.0,106.33,0.0
YOBE,NANGERE,DAZIGAU,35-12-04-014,YARU KOFAR MAIGARI II,67,102,True,-1,True,False,False,False,UNKNOWN,12,4,47,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673513/result_63640_1677583846_thumb.jpg,11.7378269,10.956547,,,,
YOBE,NANGERE,TIKAU,35-12-10-020,"JAKADAI II K,K KOFAR MAIGARI IV",51,168,True,-1,True,True,False,False,UNKNOWN,6,0,39,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673533/result_63744_1677600843_thumb.jpg,11.7960112,11.1877214,34.0,0.0,116.67,5.0
YOBE,NGURU,BULABULIN,35-13-01-018,COLLEGE OF EDUCATION,23,72,True,-1,True,False,False,False,UNKNOWN,3,7,5,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673543/result_63775_1677771877_thumb.jpg,12.8545471,10.4754929,90.5,5.88,120.0,18.5
YOBE,NGURU,KANURI,35-13-07-015,TUBORI JUCTION HAND PUMP,50,91,True,-1,True,True,False,False,UNKNOWN,23,0,20,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673594/result_63872_1677763616_thumb.jpg,12.8853433,10.4739284,77.25,2.0,107.88,16.5
YOBE,NGURU,NGLAIWA,35-13-10-014,LAYIN GONI KIME JUNCTION,27,53,True,-1,True,False,False,False,UNKNOWN,6,0,16,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673613/result_63922_1677757732_thumb.jpg,12.89438,10.45641,87.88,2.0,110.38,17.25
YOBE,YUNUSARI,MOZOGUN/KUJARI,35-16-07-009,KUJARI VIEW CENTRE,44,97,True,-1,True,False,False,False,UNKNOWN,27,0,15,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/673657/result_64434_1677657768_thumb.jpg,13.26424,11.48109,21.5,0.0,11.0,0.5
